É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2026/06/09 11:35:40

,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ
2024/11/26 10:00:00,26.1,8,1,0.0,0,8,1,,,0,1,,,0,1,1.17,8,1,,0,1,5.4,8,ìÏ,8,1,4,8,1,68,8,1
2024/11/26 11:00:00,27.0,8,1,0,1,8,1,,,0,1,,,0,1,1.67,8,1,,0,1,4.4,8,ìÏêº,8,1,2,8,1,67,8,1
2024/11/26 12:00:00,22.5,8,1,0.0,0,8,1,,,0,1,,,0,1,1.60,8,1,,0,1,10.0,8,ñk,8,1,10,8,1,85,8,1
2024/11/26 13:00:00,21.4,8,1,1.5,0,8,1,,,0,1,,,0,1,0.57,8,1,,0,1,9.1,8,ñk,8,1,10,8,1,88,8,1
2024/11/26 14:00:00,21.1,8,1,0.5,0,8,1,,,0,1,,,0,1,0.52,8,1,,0,1,9.2,8,ñk,8,1,10,8,1,89,8,1
2024/11/26 15:00:00,21.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,0.27,8,1,,0,1,10.7,8,ñk,8,1,10,8,1,82,8,1
2024/11/26 16:00:00,20.4,8,1,0.0,0,8,1,,,0,1,,,0,1,0.33,8,1,,0,1,10.5,8,ñk,8,1,10,8,1,86,8,1
2024/11/26 17:00:00,20.3,8,1,0.0,0,8,1,,,0,1,,,0,1,0.16,8,1,,0,1,7.8,8,ñk,8,1,10,8,1,88,8,1
2024/11/26 18:00:00,21.0,8,1,0.0,0,8,1,,,0,1,,,0,1,0.02,8,1,,0,1,7.8,8,ñk,8,1,4,8,1,78,8,1
2024/11/26 19:00:00,21.4,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,7.8,8,ñk,8,1,4,8,1,73,8,1
2024/11/26 20:00:00,21.5,8,1,0.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,6.4,8,ñk,8,1,10,8,1,73,8,1
2024/11/26 21:00:00,21.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,0,8,1,,0,1,7.7,8,ñkñkìå,8,1,4,8,1,73,8,1
2024/11/26 22:00:00,21.1,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,7.6,8,ñkñkìå,8,1,4,8,1,72,8,1
2024/11/26 23:00:00,21.0,8,1,0.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,7.1,8,ñk,8,1,4,8,1,70,8,1
2024/11/27 00:00:00,20.8,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,7.4,8,ñk,8,1,4,8,1,67,8,1
2024/11/27 1:00:00,20.6,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,6.1,8,ñk,8,1,2,8,1,65,8,1
2024/11/27 2:00:00,20.4,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.9,8,ñkñkìå,8,1,4,8,1,63,8,1
2024/11/27 3:00:00,20.2,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,6.7,8,ñk,8,1,2,8,1,61,8,1
2024/11/27 4:00:00,20.0,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,6.9,8,ñk,8,1,2,8,1,61,8,1
2024/11/27 5:00:00,20.0,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,7.1,8,ñk,8,1,4,8,1,59,8,1
2024/11/27 6:00:00,20.0,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,6.2,8,ñk,8,1,2,8,1,59,8,1
2024/11/27 7:00:00,19.8,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,7.3,8,ñk,8,1,2,8,1,58,8,1
2024/11/27 8:00:00,20.1,8,1,0,1,8,1,,,0,1,,,0,1,0.24,8,1,,0,1,7.4,8,ñk,8,1,2,8,1,54,8,1
2024/11/27 9:00:00,20.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0.76,8,1,,0,1,7.7,8,ñk,8,1,2,8,1,57,8,1
2024/11/27 10:00:00,20.9,8,1,0,1,8,1,,,0,1,,,0,1,1.42,8,1,,0,1,6.3,8,ñk,8,1,2,8,1,53,8,1
2024/11/27 11:00:00,20.7,8,1,0,1,8,1,,,0,1,,,0,1,1.99,8,1,,0,1,6.9,8,ñkñkêº,8,1,2,8,1,55,8,1
2024/11/27 12:00:00,21.1,8,1,0,1,8,1,,,0,1,,,0,1,2.24,8,1,,0,1,5.5,8,ñk,8,1,2,8,1,51,8,1
2024/11/27 13:00:00,20.5,8,1,0,1,8,1,,,0,1,,,0,1,2.40,8,1,,0,1,6.4,8,ñk,8,1,2,8,1,53,8,1
2024/11/27 14:00:00,21.0,8,1,0,1,8,1,,,0,1,,,0,1,2.05,8,1,,0,1,5.7,8,ñk,8,1,2,8,1,51,8,1
2024/11/27 15:00:00,20.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,1.30,8,1,,0,1,7.6,8,ñk,8,1,2,8,1,56,8,1
2024/11/27 16:00:00,20.6,8,1,0,1,8,1,,,0,1,,,0,1,0.82,8,1,,0,1,6.6,8,ñk,8,1,2,8,1,50,8,1
2024/11/27 17:00:00,20.0,8,1,0,1,8,1,,,0,1,,,0,1,0.44,8,1,,0,1,6.7,8,ñk,8,1,4,8,1,55,8,1
2024/11/27 18:00:00,19.7,8,1,0,1,8,1,,,0,1,,,0,1,0.05,8,1,,0,1,6.0,8,ñk,8,1,4,8,1,56,8,1
2024/11/27 19:00:00,19.5,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,6.9,8,ñk,8,1,4,8,1,53,8,1
2024/11/27 20:00:00,19.5,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,6.7,8,ñk,8,1,4,8,1,54,8,1
2024/11/27 21:00:00,19.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,8,1,,0,1,6.1,8,ñk,8,1,4,8,1,54,8,1
2024/11/27 22:00:00,19.0,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,6.7,8,ñk,8,1,4,8,1,56,8,1
2024/11/27 23:00:00,19.0,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,6.2,8,ñkñkìå,8,1,4,8,1,54,8,1
2024/11/28 00:00:00,18.9,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,6.4,8,ñk,8,1,4,8,1,57,8,1
2024/11/28 1:00:00,18.7,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.4,8,ñk,8,1,4,8,1,53,8,1
2024/11/28 2:00:00,18.6,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,6.8,8,ñk,8,1,2,8,1,53,8,1
2024/11/28 3:00:00,18.4,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.9,8,ñk,8,1,2,8,1,54,8,1
2024/11/28 4:00:00,18.3,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.2,8,ñk,8,1,2,8,1,52,8,1
2024/11/28 5:00:00,18.5,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.1,8,ñk,8,1,4,8,1,56,8,1
2024/11/28 6:00:00,18.5,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.9,8,ñk,8,1,4,8,1,53,8,1
2024/11/28 7:00:00,18.7,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,6.1,8,ñk,8,1,4,8,1,53,8,1
2024/11/28 8:00:00,18.8,8,1,0,1,8,1,,,0,1,,,0,1,0.10,8,1,,0,1,5.1,8,ñk,8,1,4,8,1,52,8,1
2024/11/28 9:00:00,18.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0.13,8,1,,0,1,6.6,8,ñk,8,1,4,8,1,51,8,1
2024/11/28 10:00:00,19.7,8,1,0,1,8,1,,,0,1,,,0,1,0.84,8,1,,0,1,5.7,8,ñkñkêº,8,1,2,8,1,47,8,1
2024/11/28 11:00:00,19.5,8,1,0,1,8,1,,,0,1,,,0,1,1.62,8,1,,0,1,6.2,8,ñk,8,1,4,8,1,50,8,1
2024/11/28 12:00:00,19.9,8,1,0,1,8,1,,,0,1,,,0,1,1.22,8,1,,0,1,5.1,8,ñk,8,1,4,8,1,50,8,1
2024/11/28 13:00:00,19.6,8,1,0,1,8,1,,,0,1,,,0,1,1.11,8,1,,0,1,7.0,8,ñkñkêº,8,1,4,8,1,50,8,1
2024/11/28 14:00:00,19.8,8,1,0,1,8,1,,,0,1,,,0,1,1.28,8,1,,0,1,6.6,8,ñk,8,1,4,8,1,49,8,1
2024/11/28 15:00:00,19.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,1.20,8,1,,0,1,6.9,8,ñk,8,1,4,8,1,53,8,1
2024/11/28 16:00:00,19.3,8,1,0,1,8,1,,,0,1,,,0,1,0.82,8,1,,0,1,6.5,8,ñkñkêº,8,1,4,8,1,53,8,1
2024/11/28 17:00:00,19.0,8,1,0,1,8,1,,,0,1,,,0,1,0.35,8,1,,0,1,6.0,8,ñkñkêº,8,1,2,8,1,55,8,1
2024/11/28 18:00:00,18.7,8,1,0,1,8,1,,,0,1,,,0,1,0.04,8,1,,0,1,6.5,8,ñkñkêº,8,1,2,8,1,52,8,1
2024/11/28 19:00:00,18.5,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,5.1,8,ñkñkêº,8,1,2,8,1,51,8,1
2024/11/28 20:00:00,18.4,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.5,8,ñkñkêº,8,1,2,8,1,50,8,1
2024/11/28 21:00:00,18.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,8,1,,0,1,4.7,8,ñkñkêº,8,1,4,8,1,49,8,1
2024/11/28 22:00:00,18.3,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.7,8,ñkñkêº,8,1,2,8,1,51,8,1
2024/11/28 23:00:00,18.0,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.1,8,ñkñkêº,8,1,2,8,1,50,8,1
2024/11/29 00:00:00,18.2,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,6.9,8,ñkñkêº,8,1,4,8,1,52,8,1
2024/11/29 1:00:00,17.9,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.8,8,ñkêº,8,1,2,8,1,51,8,1
2024/11/29 2:00:00,17.9,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,7.3,8,ñkñkêº,8,1,2,8,1,47,8,1
2024/11/29 3:00:00,17.7,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,6.6,8,ñkñkêº,8,1,2,8,1,46,8,1
2024/11/29 4:00:00,17.9,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.8,8,ñkñkêº,8,1,4,8,1,42,8,1
2024/11/29 5:00:00,17.8,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,6.2,8,ñkñkêº,8,1,2,8,1,47,8,1
2024/11/29 6:00:00,18.4,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.5,8,ñkñkêº,8,1,4,8,1,50,8,1
2024/11/29 7:00:00,18.2,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,6.2,8,ñkñkêº,8,1,2,8,1,45,8,1
2024/11/29 8:00:00,18.7,8,1,0,1,8,1,,,0,1,,,0,1,0.10,8,1,,0,1,8.0,8,ñkñkêº,8,1,4,8,1,51,8,1
2024/11/29 9:00:00,19.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0.58,8,1,,0,1,6.9,8,ñkñkêº,8,1,2,8,1,49,8,1
2024/11/29 10:00:00,19.1,8,1,0,1,8,1,,,0,1,,,0,1,0.77,8,1,,0,1,6.4,8,ñkñkêº,8,1,4,8,1,56,8,1
2024/11/29 11:00:00,19.0,8,1,0.0,0,8,1,,,0,1,,,0,1,0.55,8,1,,0,1,7.0,8,ñkñkêº,8,1,4,8,1,55,8,1
2024/11/29 12:00:00,19.4,8,1,0,1,8,1,,,0,1,,,0,1,1.33,8,1,,0,1,7.6,8,ñkñkêº,8,1,4,8,1,52,8,1
2024/11/29 13:00:00,19.2,8,1,0,1,8,1,,,0,1,,,0,1,1.63,8,1,,0,1,7.1,8,ñkêº,8,1,4,8,1,51,8,1
2024/11/29 14:00:00,18.5,8,1,0,1,8,1,,,0,1,,,0,1,1.30,8,1,,0,1,8.8,8,ñkñkêº,8,1,4,8,1,51,8,1
2024/11/29 15:00:00,18.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,1.04,8,1,,0,1,8.3,8,ñkñkêº,8,1,4,8,1,48,8,1
2024/11/29 16:00:00,17.9,8,1,0,1,8,1,,,0,1,,,0,1,0.91,8,1,,0,1,7.8,8,ñkñkêº,8,1,4,8,1,49,8,1
2024/11/29 17:00:00,17.8,8,1,0,1,8,1,,,0,1,,,0,1,0.48,8,1,,0,1,6.9,8,ñk,8,1,2,8,1,54,8,1
2024/11/29 18:00:00,17.5,8,1,0,1,8,1,,,0,1,,,0,1,0.04,8,1,,0,1,7.5,8,ñk,8,1,4,8,1,53,8,1
2024/11/29 19:00:00,17.7,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,5.8,8,ñkñkêº,8,1,4,8,1,52,8,1
2024/11/29 20:00:00,17.8,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,6.8,8,ñkñkêº,8,1,4,8,1,54,8,1
2024/11/29 21:00:00,17.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,8,1,,0,1,5.8,8,ñkñkêº,8,1,2,8,1,54,8,1
2024/11/29 22:00:00,17.9,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.4,8,ñkñkêº,8,1,4,8,1,56,8,1
2024/11/29 23:00:00,17.8,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.2,8,ñk,8,1,2,8,1,48,8,1
2024/11/30 00:00:00,17.9,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.1,8,ñk,8,1,2,8,1,51,8,1
2024/11/30 1:00:00,17.7,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.9,8,ñk,8,1,2,8,1,55,8,1
2024/11/30 2:00:00,18.0,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,6.1,8,ñkñkêº,8,1,4,8,1,56,8,1
2024/11/30 3:00:00,18.1,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.7,8,ñkñkêº,8,1,4,8,1,56,8,1
2024/11/30 4:00:00,18.2,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,6.0,8,ñk,8,1,4,8,1,53,8,1
2024/11/30 5:00:00,18.2,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.6,8,ñk,8,1,4,8,1,57,8,1
2024/11/30 6:00:00,18.3,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.4,8,ñkñkêº,8,1,4,8,1,51,8,1
2024/11/30 7:00:00,18.6,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,4.6,8,ñk,8,1,4,8,1,46,8,1
2024/11/30 8:00:00,18.7,8,1,0,1,8,1,,,0,1,,,0,1,0.08,8,1,,0,1,4.4,8,ñk,8,1,4,8,1,51,8,1
2024/11/30 9:00:00,19.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0.24,8,1,,0,1,4.6,8,ñkñkêº,8,1,4,8,1,56,8,1
2024/11/30 10:00:00,19.6,8,1,0,1,8,1,,,0,1,,,0,1,0.56,8,1,,0,1,4.3,8,ñk,8,1,4,8,1,52,8,1
2024/11/30 11:00:00,20.6,8,1,0,1,8,1,,,0,1,,,0,1,1.17,8,1,,0,1,4.7,8,ñk,8,1,4,8,1,48,8,1
2024/11/30 12:00:00,20.5,8,1,0,1,8,1,,,0,1,,,0,1,2.00,8,1,,0,1,5.0,8,ñk,8,1,2,8,1,52,8,1
2024/11/30 13:00:00,19.9,8,1,0,1,8,1,,,0,1,,,0,1,1.16,8,1,,0,1,5.3,8,ñkñkìå,8,1,4,8,1,53,8,1
2024/11/30 14:00:00,20.7,8,1,0,1,8,1,,,0,1,,,0,1,1.93,8,1,,0,1,4.0,8,ñkñkìå,8,1,4,8,1,48,8,1
2024/11/30 15:00:00,20.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,1.15,8,1,,0,1,4.4,8,ñk,8,1,4,8,1,50,8,1
2024/11/30 16:00:00,20.0,8,1,0,1,8,1,,,0,1,,,0,1,1.08,8,1,,0,1,4.0,8,ñk,8,1,2,8,1,49,8,1
2024/11/30 17:00:00,19.7,8,1,0,1,8,1,,,0,1,,,0,1,0.26,8,1,,0,1,3.3,8,ñkñkìå,8,1,4,8,1,52,8,1
2024/11/30 18:00:00,19.4,8,1,0,1,8,1,,,0,1,,,0,1,0.04,8,1,,0,1,3.3,8,ñkìå,8,1,4,8,1,51,8,1
2024/11/30 19:00:00,19.2,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,1.9,8,ñkìå,8,1,4,8,1,52,8,1
2024/11/30 20:00:00,19.1,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,1.7,8,ñkñkìå,8,1,4,8,1,52,8,1
2024/11/30 21:00:00,18.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,8,1,,0,1,1.7,8,ñkñkìå,8,1,4,8,1,56,8,1
2024/11/30 22:00:00,18.4,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.1,8,ñkìå,8,1,4,8,1,58,8,1
2024/11/30 23:00:00,18.4,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.1,8,ñkìå,8,1,4,8,1,60,8,1
2024/12/1 00:00:00,17.9,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.8,8,ñkñkìå,8,1,4,8,1,61,8,1
2024/12/1 1:00:00,16.7,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.0,8,ìåñkìå,8,1,2,8,1,66,8,1
2024/12/1 2:00:00,16.5,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,1.8,8,ìå,8,1,2,8,1,67,8,1
2024/12/1 3:00:00,16.2,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.8,8,ìåñkìå,8,1,2,8,1,68,8,1
2024/12/1 4:00:00,15.8,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.4,8,ñkìå,8,1,2,8,1,71,8,1
2024/12/1 5:00:00,16.5,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.0,8,ñkìå,8,1,2,8,1,66,8,1
2024/12/1 6:00:00,16.3,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.9,8,ñkìå,8,1,2,8,1,68,8,1
2024/12/1 7:00:00,16.5,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,3.0,8,ñkìå,8,1,2,8,1,70,8,1
2024/12/1 8:00:00,17.3,8,1,0,1,8,1,,,0,1,,,0,1,0.24,8,1,,0,1,2.8,8,ìåñkìå,8,1,2,8,1,71,8,1
2024/12/1 9:00:00,20.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,1.00,8,1,,0,1,2.0,8,ìåñkìå,8,1,2,8,1,60,8,1
2024/12/1 10:00:00,21.9,8,1,0,1,8,1,,,0,1,,,0,1,1.75,8,1,,0,1,1.9,8,ìåñkìå,8,1,2,8,1,55,8,1
2024/12/1 11:00:00,21.7,8,1,0,1,8,1,,,0,1,,,0,1,2.07,8,1,,0,1,1.9,8,ñkñkìå,8,1,2,8,1,52,8,1
2024/12/1 12:00:00,22.2,8,1,0,1,8,1,,,0,1,,,0,1,2.38,8,1,,0,1,1.6,8,ñkñkêº,8,1,2,8,1,51,8,1
2024/12/1 13:00:00,23.0,8,1,0,1,8,1,,,0,1,,,0,1,2.14,8,1,,0,1,2.7,8,ñkñkêº,8,1,2,8,1,55,8,1
2024/12/1 14:00:00,22.5,8,1,0,1,8,1,,,0,1,,,0,1,2.17,8,1,,0,1,2.5,8,ñkêº,8,1,2,8,1,55,8,1
2024/12/1 15:00:00,23.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,1.88,8,1,,0,1,2.6,8,êºñkêº,8,1,2,8,1,53,8,1
2024/12/1 16:00:00,22.1,8,1,0,1,8,1,,,0,1,,,0,1,1.31,8,1,,0,1,2.7,8,ñkñkêº,8,1,2,8,1,56,8,1
2024/12/1 17:00:00,21.6,8,1,0,1,8,1,,,0,1,,,0,1,0.63,8,1,,0,1,2.1,8,ñkñkêº,8,1,2,8,1,57,8,1
2024/12/1 18:00:00,21.0,8,1,0,1,8,1,,,0,1,,,0,1,0.08,8,1,,0,1,1.3,8,ìå,8,1,2,8,1,59,8,1
2024/12/1 19:00:00,20.6,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,2.5,8,ñkñkìå,8,1,2,8,1,61,8,1
2024/12/1 20:00:00,20.8,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.1,8,ñkñkìå,8,1,2,8,1,59,8,1
2024/12/1 21:00:00,19.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,8,1,,0,1,1.7,8,ñkñkìå,8,1,2,8,1,67,8,1
2024/12/1 22:00:00,19.8,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.7,8,ñkñkìå,8,1,2,8,1,66,8,1
2024/12/1 23:00:00,19.1,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.7,8,ñkìå,8,1,2,8,1,68,8,1
2024/12/2 00:00:00,19.1,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.3,8,ñkìå,8,1,2,8,1,66,8,1
2024/12/2 1:00:00,18.0,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.9,8,ìåñkìå,8,1,2,8,1,68,8,1
2024/12/2 2:00:00,18.5,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.0,8,ìåñkìå,8,1,2,8,1,67,8,1
2024/12/2 3:00:00,18.7,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.0,8,ñkñkìå,8,1,2,8,1,64,8,1
2024/12/2 4:00:00,18.2,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.4,8,ñkìå,8,1,2,8,1,66,8,1
2024/12/2 5:00:00,18.3,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.4,8,ñkìå,8,1,2,8,1,65,8,1
2024/12/2 6:00:00,18.3,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.3,8,ñkñkìå,8,1,2,8,1,66,8,1
2024/12/2 7:00:00,17.4,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,2.4,8,ìå,8,1,2,8,1,70,8,1
2024/12/2 8:00:00,19.1,8,1,0,1,8,1,,,0,1,,,0,1,0.21,8,1,,0,1,3.3,8,ñkìå,8,1,2,8,1,67,8,1
2024/12/2 9:00:00,21.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0.93,8,1,,0,1,3.4,8,ñkìå,8,1,2,8,1,57,8,1
2024/12/2 10:00:00,22.7,8,1,0,1,8,1,,,0,1,,,0,1,1.60,8,1,,0,1,3.0,8,ñkñkìå,8,1,2,8,1,53,8,1
2024/12/2 11:00:00,23.2,8,1,0,1,8,1,,,0,1,,,0,1,2.04,8,1,,0,1,4.1,8,ñkìå,8,1,2,8,1,51,8,1
2024/12/2 12:00:00,23.4,8,1,0,1,8,1,,,0,1,,,0,1,2.37,8,1,,0,1,5.0,8,ñkñkìå,8,1,2,8,1,50,8,1
2024/12/2 13:00:00,23.5,8,1,0,1,8,1,,,0,1,,,0,1,2.43,8,1,,0,1,5.9,8,ñk,8,1,2,8,1,51,8,1
2024/12/2 14:00:00,23.7,8,1,0,1,8,1,,,0,1,,,0,1,2.27,8,1,,0,1,5.5,8,ñk,8,1,2,8,1,51,8,1
2024/12/2 15:00:00,23.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,1.90,8,1,,0,1,5.8,8,ñk,8,1,2,8,1,51,8,1
2024/12/2 16:00:00,23.0,8,1,0,1,8,1,,,0,1,,,0,1,1.32,8,1,,0,1,5.4,8,ñkñkìå,8,1,2,8,1,53,8,1
2024/12/2 17:00:00,22.2,8,1,0.0,0,8,1,,,0,1,,,0,1,0.62,8,1,,0,1,5.6,8,ñkñkìå,8,1,10,8,1,55,8,1
2024/12/2 18:00:00,21.7,8,1,0.0,0,8,1,,,0,1,,,0,1,0.08,8,1,,0,1,5.2,8,ñkñkìå,8,1,2,8,1,56,8,1
2024/12/2 19:00:00,21.4,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,4.0,8,ñkñkìå,8,1,2,8,1,59,8,1
2024/12/2 20:00:00,21.0,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.0,8,ñkñkìå,8,1,2,8,1,59,8,1
2024/12/2 21:00:00,20.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,8,1,,0,1,3.8,8,ñkñkìå,8,1,2,8,1,60,8,1
2024/12/2 22:00:00,20.4,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.4,8,ñkìå,8,1,2,8,1,61,8,1
2024/12/2 23:00:00,20.3,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.5,8,ñkñkìå,8,1,2,8,1,63,8,1
2024/12/3 00:00:00,19.9,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.3,8,ñkìå,8,1,2,8,1,64,8,1
2024/12/3 1:00:00,20.2,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.5,8,ñkñkìå,8,1,2,8,1,65,8,1
2024/12/3 2:00:00,19.0,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.7,8,ñkñkìå,8,1,2,8,1,70,8,1
2024/12/3 3:00:00,19.0,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.5,8,ñkñkìå,8,1,2,8,1,71,8,1
2024/12/3 4:00:00,19.7,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.0,8,ñkñkìå,8,1,2,8,1,69,8,1
2024/12/3 5:00:00,19.6,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.7,8,ñkñkìå,8,1,2,8,1,69,8,1
2024/12/3 6:00:00,19.9,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.5,8,ñkñkìå,8,1,2,8,1,69,8,1
2024/12/3 7:00:00,19.5,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,3.3,8,ñkñkìå,8,1,2,8,1,74,8,1
2024/12/3 8:00:00,20.4,8,1,0,1,8,1,,,0,1,,,0,1,0.18,8,1,,0,1,3.1,8,ñkñkìå,8,1,2,8,1,72,8,1
